Title,Image Link,Ingredients
Rutherford & Meyer Chickpea Cracker Minis With Seeds 90g,https://assets.woolworths.com.au/images/1005/232664.jpg?impolicy=wowsmkqiema&w=260&h=260,"Polenta, Chickpea, Flour (Minimum 20%), Water, Vegetable Rice Bran Oil, Salt, Linseed (0.5%), Poppy Seed (0.5%), Garlic, Processing Agent (Soy Lecithin), Rosemary"
Barilla Collezione Lasagne 250g,https://assets.woolworths.com.au/images/1005/195952.jpg?impolicy=wowsmkqiema&w=260&h=260,"DURUM WHEAT SEMOLINA PASTA Ingredients- durum wheat semolina, water."
St Dalfour Apricot 284g 284g,https://assets.woolworths.com.au/images/1005/17347.jpg?impolicy=wowsmkqiema&w=260&h=260,"Thick Apricot (55%), Grape And Date Juice Concentrates, Fruit Pectin, Lemon Juice."
Hellmann's Vegan Mayonnaise Jar 270g,https://assets.woolworths.com.au/images/1005/232140.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
Madura Organic English Breakfast Tea Bags 100ea,https://assets.woolworths.com.au/images/1005/427868.jpg?impolicy=wowsmkqiema&w=260&h=260,"Certified Organic Black Tea"
All Natural Bakery Bars Oat Slice Yog Almond & Apricot 100g,https://assets.woolworths.com.au/images/1005/380715.jpg?impolicy=wowsmkqiema&w=260&h=260,"organic oats (27%),organic wholemeal wheat flour, organically produced honey, organic coconut, salt free butter (cream & water), yoghurt coating (10%) (low fat milk solids, vegetable oil, yoghurt solids, emulsifier (soy lecithin), almonds (5%), apricots (5%) (contains sulphites), baking soda."
Patak's Rogan Josh Curry Paste 283g,https://assets.woolworths.com.au/images/1005/59025.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Ground Spices (24%) [Paprika (6%), Coriander (6%), Turmeric, Cumin, Spices (1%), Fennel (1%), Cinnamon, Cloves (0.4%)], Vegetable Oil, Salt, Maize Flour, Acidity Regulators (Acetic Acid, Citric Acid), Tamarind, Garlic Powder."
The Happy Snack Company Chickpeas Choc Salted Caramel 5 Pack,https://assets.woolworths.com.au/images/1005/180251.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chickpeas (39%), Cocoa Solids (22%) (Cocoa Butter, Cocoa Mass), Sugar, Tapioca Starch, Rice Syrup Solids, Maca Powder, Non GMO Canola Oil, Vegetable Gum (Acacia Gum), Glazing Agents (Carnauba Wax, Glucose Syrup (Corn), Maize Starch, Vegetable Protein (Corn)), Fleur De Sel Sea Salt (0.3%), Emulsifier (Sunflower Lecithin), Natural Caramel Flavour (0.1%)"
Lindt Excellence Supreme Dark Chocolate 90% Cocoa 100g Block,https://assets.woolworths.com.au/images/1005/789154.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cocoa Mass, Cocoa Butter, Low Fat Cocoa Powder, Su,gar, Vanilla."
Praise Aioli Mayonnaise Deli Style Chipotle 250ml,https://assets.woolworths.com.au/images/1005/766230.jpg?impolicy=wowsmkqiema&w=260&h=260,"Vegetable oil Antioxidant (320), Water, White Vine,gar, Sugar, Free range whole Egg (5.6%), Crushed G,arlic (3%) Food Acid (330), Salt, Vegetable Gums (,405, 415 from Soy), Dehydrated Garlic (0.5%), Whey,Protein, Concentrated (Milk), Chipotle Chilli (0.,3%), Mustard Seeds, Paprika, Food Acid (330)."
Tilda Heat & Serve Brown Basmati Rice & Quinoa 250g,https://assets.woolworths.com.au/images/1005/792476.jpg?impolicy=wowsmkqiema&w=260&h=260,"Natural Wholegrain Basmati Rice - Steamed (90%), Natural Yellow and Red Quinoa - Steamed (7%), Sunflower Oil, Vegetable Stock Powder (Rice Flour, Salt, Onions, Parsnips, Carrots, Olive Oil, Turmeric, Parsley), Acacia Fibre, Salt."
Csr All Natural Buttercream Icing Mix Vanilla 250g,https://assets.woolworths.com.au/images/1005/699577.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cane Sugar, Tapioca or Maize Starch, Sweet Corn Powder (1%), Natural Flavour."
Carman's Muesli Bars Original Fruits Free 12 Pack,https://assets.woolworths.com.au/images/1005/31169.jpg?impolicy=wowsmkqiema&w=260&h=260,"Carman's Muesli Blend (Whole Grain Oats 50%, Nuts 7% Almonds, Pecans, Seeds 7% Sunflower, Pepitas Sesame, Sunflower Oil, Golden Syrup, Cinnamon), Glucose, Natural Flavour."
Dole Tropical Fruit Chunks In Light Syrup 432g,https://assets.woolworths.com.au/images/1005/263999.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tropical Fruit Chunks (67%) [Pineapple, Red and Yellow Papaya, Guava], Water Sugar, Passionfruit Juice Concentrate (1%), Acidity Regulator (Citric Acid), Antioxidant (Ascorbic Acid), Natural Flavour."
Maggi Dry Recipe Bases Your Meal Your Way Cottage Pie 37g,https://assets.woolworths.com.au/images/1005/446479.jpg?impolicy=wowsmkqiema&w=260&h=260,"Our Ingredients:       Stock Powder: Corn Starch, Salt, Corn Seasoning, Sugar, Onion, Burnt Sugar, Vegetable Oil; Spices: Ginger, Cinnamon, Nutmeg, Turmeric, White Pepper; Herbs: Parsley, Oregano, Bay Leaves.       May Contain Celery, Milk, Mustard, Soy.        Gluten Free"
"Campbell's Real Stock Flavour Boost Chilli, Garlic & Onion 250ml",https://assets.woolworths.com.au/images/1005/234454.jpg?impolicy=wowsmkqiema&w=260&h=260,"Vegetable Stock (30%) (Water, Vegetables (Onions (2.1%), Carrots, Celery, Cabbage), Parsley, Bay Leaves, Thyme) Soy Sauce (From Soybeans, Wheat), Sugar, Garlic (19%), Salt, Glucose, Apple Cider Vinegar, Chilli Extract (0.1%), Cumin Extract, Garlic Extract, Onion Extract."
Lindt Excellence Dark Chocolate Roasted Almond 100g Block,https://assets.woolworths.com.au/images/1005/324314.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Cocoa Mass, Almonds (15%), Cocoa Butter, Milk Fat, Emulsifier (Soy Lecithin), Fleur De Sel (Sea Salt), Flavouring."
Munchme Cashew Sesame 120g,https://assets.woolworths.com.au/images/1005/114622.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cashews (73%), Flax Seeds, Sesame Seeds (9.5%), Rice Malt Syrup, Cane Sugar, Sea Salt"
Ainsley Harriott Cous Cous Roasted Vegetable 100g,https://assets.woolworths.com.au/images/1005/342678.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dried Cous Cous (85%) [Durum Wheat Semolina], Vegetable Powders (2%) (Tomato, Red Pepper, Onion), Maltodextrin, Flavourings (contains Barley, Celery), Sugar, Palm Oil, Salt, Dried Green Pepper (0.9%), Dried Tomato (0.8%), Dried Onion (0.7%), Grilled Red & Yellow Peppers (0.4%), Garlic Powder, Colour (Paprika Extract), Dried Mixed Herbs."
Cobram Estate Extra Virgin Olive Oil Garlic Infused 250ml,https://assets.woolworths.com.au/images/1005/345959.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian Extra Virgin Olive Oil, Garlic Oil (<1%)."
Ito En Oi Ocha Green Tea Unsweetened 500ml,https://assets.woolworths.com.au/images/1005/875796.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Whole Green Tea Leaves, Antioxidant (300), Acidity Regulator (500)"
Woolworths Hazelnut Kernels 110g,https://assets.woolworths.com.au/images/1005/501764.jpg?impolicy=wowsmkqiema&w=260&h=260,"Hazelnuts (100%)."
Macro Organic Tomato Chutney 250g,https://assets.woolworths.com.au/images/1005/211235.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Tomatoes (44%) (from Diced and Reconstituted), Water, Organic Raw Sugar, Organic Rehydrated Onion, Organic Vinegar, Organic Carrot, Tapioca Flour, Salt, Organic Mustard Seed"
Lindt Excellence Rich Dark Chocolate 78% Cocoa 100g Block,https://assets.woolworths.com.au/images/1005/574478.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cocoa Mass, Cocoa Butter, Sugar, Fat Reduced Cocoa Powder, Milk Fat."
Edgell Australian Grown Chickpeas Snack Packs Ready To Eat 125g X 4 Pack,https://assets.woolworths.com.au/images/1005/301304.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chick peas (60%), water, salt. *May be present
 lupin, soy, wheat and barley.*"
Best Foods Real Mayonnaise Jar 810g,https://assets.woolworths.com.au/images/1005/332183.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients: Canola oil (77%), water, pasteurised egg (7.5%) (whole egg, egg yolk), white vinegar, salt, sugar, lemon juice concentrate, natural mustard flavour, antioxidant (385), natural colour (paprika). Contains: Egg"
Woolworths Coffee Beans Espresso 1kg,https://assets.woolworths.com.au/images/1005/300452.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Arabica Coffee Beans, 100% Arabica Coffee Beans"
Bonvit Roasted Dandelion Tea Bags 32 Pack,https://assets.woolworths.com.au/images/1005/59823.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Dandelion Root, Roasted Chicory Root."
Carbonell Extra Virgin Olive Oil 4l,https://assets.woolworths.com.au/images/1005/286257.jpg?impolicy=wowsmkqiema&w=260&h=260,"Extra Virgin Olive Oil"
Noshu Low Carb Indulgence Bars Double Choc Brownie 5 Pack,https://assets.woolworths.com.au/images/1005/275281.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients. Reduced Sugar Milk Chocolate (25%) (Cocoa Solids1, Milk Solids, Non-GMO Erythritol, Inulin, Corn Fibre, Soy Lecithin, Natural Flavours, Stevia Glycosides), Polydextrose, Chicory Root Fibre, Biscuit Pieces (Wheat Flour, Canola Oil, Sucrose, Malted Barley Extract, Glucose, Raising Agent (500), Salt), Coconut Oil, Soluble Corn Fibre, Sorbitol, Whey Protein Concentrate (Milk), Soy Protein Isolate, Vegetable Glycerine, Dark Choc Compound (4%) (Vegetable Fat, Cocoa Solids1, Soy Lecithin), Cocoa Powder1, Soy Lecithin, Natural Flavours, Salt, Monk Fruit Extract, Steviol Glycosides."
Nestle Top N Fill Caramel 395g,https://assets.woolworths.com.au/images/1005/85133.jpg?impolicy=wowsmkqiema&w=260&h=260,"Milk , Sugar,  Milk  Solids"
Woolworths Morello Cherries 680g,https://assets.woolworths.com.au/images/1005/58659.jpg?impolicy=wowsmkqiema&w=260&h=260,"Morello Cherry (51%), Water, Sugar, Acidity Regulator (Citric Acid)"
Patak's Butter Chicken Curry Paste 312g,https://assets.woolworths.com.au/images/1005/174742.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water Vegetable Oil, Ground Spices (16%) [Ginger (4%), Coriander (3%), Cumin (3%), Paprika (2%), Spices (1%), Smoked Paprika (0.6%)], Maize Flour, Sugar, Salt, Ginger Puree (3%), Garlic Puree, Acidity Regulator (Acetic Acid), Red Onion Powder, Dried Onion, Colour (Paprika Oleoresin), Dried Fenugreek Leaves (0.3%)."
Mayver's Crunchy Peanut Butter 750g,https://assets.woolworths.com.au/images/1005/126650.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Peanuts (99.3%) & Sea Salt."
St Dalfour Four Fruits 284g 284g,https://assets.woolworths.com.au/images/1005/59306.jpg?impolicy=wowsmkqiema&w=260&h=260,"Strawberry (14%), Red Raspberries (14%), Black Raspberries (14%), Black Cherries (14%) Grape And Date Juice Concentrates, Fruit Pectin, Lemon Juice."
Mission Tortilla Triangles Taco 400g,https://assets.woolworths.com.au/images/1005/265403.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
"Macro Natural Brazil, Almond & Cashew Spread 250g",https://assets.woolworths.com.au/images/1005/357269.jpg?impolicy=wowsmkqiema&w=260&h=260,"Almonds (34%), Brazil Nuts (33%), Cashews (33%)"
Mckenzie's Chick Peas 1kg,https://assets.woolworths.com.au/images/1005/142090.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chick Peas"
Nando's Peri Peri Rub Garlic Medium 25g,https://assets.woolworths.com.au/images/1005/232228.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Salt, Garlic Powder (12%), Herb Mix (Thyme, Oregano, Basil, Parsley), Spice Mix (Paprika, Black Pepper, African Bird's Eye Chilli, Red Chilli Pepper), Dextrose, Dried Red Bell Pepper, Dried Onion, Acidity Regulators (Citric Acid, Sodium Diacetate), Rapeseed Oil, Anti-Caking Agent (Silicon Dioxide), Colour (Paprika Extract)."
Raw Earth Brown Stevia 200g,https://assets.woolworths.com.au/images/1005/279785.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sweeteners (99%) (Erythritol & Steviol Glycosides), Colour (150a), Natural flavour"
Vittoria Mountain Grown Ground Coffee 200g,https://assets.woolworths.com.au/images/1005/94686.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ground Coffee"
"Carman's Honey, Vanilla & Cinnamon Gourmet Porridge Sachets 320g",https://assets.woolworths.com.au/images/1005/435300.jpg?impolicy=wowsmkqiema&w=260&h=260,"(GM free & Preservative free)Whole Grain Oats 87%, Raw Sugar, Honey Powder 2%, Natural Flavours, Cinnamon, Vanilla Bean Powder."
Tasti Fruit Wholefood Balls Apple 18 Pack,https://assets.woolworths.com.au/images/1005/224807.jpg?impolicy=wowsmkqiema&w=260&h=260,"Apple Purée (Concentrate) 79%, Sunflower Seed Butter, Coconut, Freeze Dried Apple 1.5%, Natural Apple Flavour"
Eta Dressings Potato Salad 365g,https://assets.woolworths.com.au/images/1005/32502.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Vegetable Oil, Cane Sugar, Vinegar, Whole Egg, Malt Vinegar (Barley & Wheat), Maize Thickener (1412), Salt, Onions, Capsicums, Wheaten Cornflour, Herbs (0.6%), Food Acid (Citric), Flavour, Antioxidant (320), Colour (161b)."
Best Foods Real Mayonnaise Jar 405g,https://assets.woolworths.com.au/images/1005/304977.jpg?impolicy=wowsmkqiema&w=260&h=260,"Canola oil (77%), water, pasteurised egg (7.5%) (whole egg, egg yolk), white vinegar, salt, sugar, lemon juice concentrate, natural mustard flavour, antioxidant (385), natural colour (paprika). Contains: Egg"
Dilmah Earl Grey Tea Bags 50 Pack,https://assets.woolworths.com.au/images/1005/200148.jpg?impolicy=wowsmkqiema&w=260&h=260,"Pure Ceylon Black tea with Bergamot flavour"
Passage To India Simmer Sauce Extra Mild Butter Chicken 375g,https://assets.woolworths.com.au/images/1005/826262.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Tomatoes (27%), Sugar, Cream (Milk), Spices(5%) Tomato Paste (4%), Ginger, Yoghurt Powder (Milk), Sunflower Oil, Garlic, Salt, Com Starch, Cream Powder (Milk), Vinegar, Food Acid (Citric Acid), Natural Butter Flavour (Milk) Natural Colours (Paprika & Turmeric Oleoresins), Vegetable Gum (Xanthan)."
Food For Health Bars Fruit Free 150g,https://assets.woolworths.com.au/images/1005/352687.jpg?impolicy=wowsmkqiema&w=260&h=260,"Brown Rice Syrup, Cornflakes, Pepitas, Almonds (8%), Puffed Rice, Canola Oil, Puffed Millet, Puffed Sorghum, Natural Flavour, Chia seeds, Rice Bran Oil."
Golden Circle Baby Beetroot 850g,https://assets.woolworths.com.au/images/1005/34147.jpg?impolicy=wowsmkqiema&w=260&h=260,"Baby Beetroot (61%), Water, Sugar, Food Acid (Acetic Acid), Salt, Herb & Spice Flavours."
Nescafe Gold Original Soluble Instant Coffee 400g,https://assets.woolworths.com.au/images/1005/242184.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Soluble Coffee"
Koja Peanut Butter Chocolate Bar 30g,https://assets.woolworths.com.au/images/1005/117718.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients: Peanut Butter, Organic Rice Malt Syrup, Organic Cacao Butter, Organic Dark Chocolate (Organic: Cacao Solids 70%, Cane Sugar, Cocoa Butter, Cocoa Powder), Organic Activated Buckwheat Kernels, Roasted Peanuts, Organic Cacao Nibs, Organic Coconut Sugar, Vanilla Bean Paste, Tapioca Flour, Himalayan Salt."
A+ Ho San Seaweed Snack Original 4g,https://assets.woolworths.com.au/images/1005/322616.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sea Laver (50%), Corn Oil, Sesame Oil, Salt"
Mingle Everything Bagel Seasoning 50g,https://assets.woolworths.com.au/images/1005/255379.jpg?impolicy=wowsmkqiema&w=260&h=260,"Onion, Garlic, Sumac, Pink Himalayan Salt, Bell Pepper, Marjoram, Cumin, Vitamin C, Black Pepper, Lime Zest"
Darrell Lea Liquorice Twists 280g,https://assets.woolworths.com.au/images/1005/815735.jpg?impolicy=wowsmkqiema&w=260&h=260,"Glucose Syrup, Wheat Flour, Molasses (20%), Treacle, Sugar, Wheat Fibre, Sunflower Oil, Liquorice Extract (0.5%), Aniseed Oil, Salt, Natural Colour (153), Emulsifier (471), Glazing Agent (903)"
Maesri Paste Green Curry 114g,https://assets.woolworths.com.au/images/1005/45323.jpg?impolicy=wowsmkqiema&w=260&h=260,"Fresh Chilli, Garlic, Fingerroot, Shallot, Lemongrass, Salt, Sweet Basil, Kaffir Lime, Sugar, Spices, Galangal."
Nestle Bakers' Choice Milk Choc Bits 200g,https://assets.woolworths.com.au/images/1005/490082.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients:  Sugar,  Milk  Solids, Cocoa Butter,,Cocoa Mass, Vegetable Fat Emulsifier ( Soy  Lecith,in), Emulsifier ( Soy  Lecithin), Flavours.,Contains Milk and Soy.       Milk Chocolate Contai,ns Minimum 22% Cocoa Solids and 30% Milk Solids."
Macro Organic Self Raising Flour 1kg,https://assets.woolworths.com.au/images/1005/215464.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Wheat Flour (96%), Raising Agents (341, 500)"
Gina's Table Happles Just Apple Bites 15g,https://assets.woolworths.com.au/images/1005/147541.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian Apple slices"
Angas Park Medjool Dates 200g,https://assets.woolworths.com.au/images/1005/466088.jpg?impolicy=wowsmkqiema&w=260&h=260,"Medjool Dates."
Buddee Chocolate Spread 270g,https://assets.woolworths.com.au/images/1005/237565.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chickpea, Sugar, Canola Oil, Cocoa Powder (4%), Natural Flavours, Emulsifier (Sunflower Lecithin), Himalayan Pink Salt."
Carman's Gourmet Porridge Sachets Apple Sultana & Cinnamon 8x320g,https://assets.woolworths.com.au/images/1005/608601.jpg?impolicy=wowsmkqiema&w=260&h=260,"(GM free & Preservative free) Whole Grain Oats 80%, Fruit (Sultanas 7% Sultanas, Vegetable Oil, Currants Currants, Sunflower Oil, Apple 3.5%), Seeds (Pepitas, Chia), Cinnamon, Natural Flavour."
Kinder Surprise Chocolate Egg Blue 20g,https://assets.woolworths.com.au/images/1005/573137.jpg?impolicy=wowsmkqiema&w=260&h=260,"Milk Chocolate 45% (Sugar, Cocoa Butter, Whole Milk Powder, Skim Milk Powder, Cocoa Mass, Emulsifier: Lecithins (Soy), Flavouring: Vanillin), Interior: Whole Milk Powder, Sugar, Vegetable Fats (Shea, Palm (Sustainable and segregated certified palm oil)), Emulsifier (Lecithins) (Soy), Flavouring (Vanillin).Total Milk Constituents: 32%. Total Cocoa Solids: 15%."
Mr Chen's Premium Thai Coconut Cream Gluten Free 400ml,https://assets.woolworths.com.au/images/1005/234591.jpg?impolicy=wowsmkqiema&w=260&h=260,"Coconut Extract 90.91%, Water, Thickener (412)"
Woolworths Almonds Blanched 120g,https://assets.woolworths.com.au/images/1005/726259.jpg?impolicy=wowsmkqiema&w=260&h=260,"Almonds"
Macro Organic Cashews Nuts 500g,https://assets.woolworths.com.au/images/1005/334864.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Cashew Nuts (100%)."
Harris Coffee Beans Smooth 1kg,https://assets.woolworths.com.au/images/1005/92553.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Coffee Beans."
Lee Kum Kee Sauce Char Siu 240g,https://assets.woolworths.com.au/images/1005/38109.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Water, Salt, Fermented Soybean Paste (Water, Salt, Soybeans, Wheat Flour), Honey, Soy Sauce (Water, Salt, Soybeans, Wheat, Colour (150a), High Fructose Corn Syrup), Malt Syrup (Rice, Malted Barley), Modified Corn Starch (1422), Dehydrated Garlic, Spices, Acidity Regulator (260), Colour (129)."
Lindt Excellence Milk Chocolate Seasalt & Caramel 100g Block,https://assets.woolworths.com.au/images/1005/574482.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Cocoa Butter, Caramel Pieces (15%) Sugar, Lactose, Milk Fat, Skim Milk Powder, Emulsifier (Rapeseed Lecithin)), Whole Milk Powder, Cocoa Mass, Milk Fat, Lactose, Skim Milk Powder, Barley Malt Extract, Fleur De Sel (0.3%) (Sea Salt), Emulsifier (Soy Lecithin), Flavouring."
Hart & Soul All Natural Panang Curry Recipe Base 80g,https://assets.woolworths.com.au/images/1005/84043.jpg?impolicy=wowsmkqiema&w=260&h=260,"Coconut Sugar, Lemongrass, Garlic, Shallot, Galangal, Salt, Rice Bran Oil, Chili, Spices (Coriander Seed, Cumin, Pepper), Kaffir Lime Leaves, Onion"
Ceres Organics Coconut Aminos Seasoning 250ml,https://assets.woolworths.com.au/images/1005/446573.jpg?impolicy=wowsmkqiema&w=260&h=260,"Coconut Vinegar* 81%, Coconut Syrup* 15%, Salt, Onion Powder*, Garlic Powder*, Cayenne Powder* (*Certified Organic)"
Nando's Mild Peri-peri Chilli Sauce Sauce 250g,https://assets.woolworths.com.au/images/1005/844408.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Vinegar, Onion Puree (11%), Salt, Lemon Puree (4%), Sunflower Seed Oil, Spices (Paprika, Cayenne Pepper, African Bird's Eye Chilli), Serrano Chilli, Garlic Puree, Stabilisers (Xanthan Gum, Propylene Glycol Alginate), Antioxidant (Ascorbic Acid), Rosemary Extract."
Noya Cashew Nut Butter 250g,https://assets.woolworths.com.au/images/1005/96906.jpg?impolicy=wowsmkqiema&w=260&h=260,"Lightly Roasted Cashews (100%)"
Higher Living Cocoa Chilli Tea 15 Bags 30g,https://assets.woolworths.com.au/images/1005/792918.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cocoa (5%), Licorice (20%), Chilli (15%), Ginger, Cinnamon, Fennel, Anise, Black Pepper, Bourbon Vanilla, Cardamom, Cloves."
Capilano 100% Pure Australian Honey Squeeze 1kg,https://assets.woolworths.com.au/images/1005/341817.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Pure Australian Honey"
Nestle Milo Duo Breakfast Cereal 340g,https://assets.woolworths.com.au/images/1005/319318.jpg?impolicy=wowsmkqiema&w=260&h=260,"Contains Gluten Containing Ingredients, Milk and Soy .        Whole Grain Cereals (50%) [ Wheat  (36.5%),  Corn (11%), Rice (2.5%)], Sugar,  Wheat  Flour, Formulated Supplementary Food Base: Milo (7%) [Malt Extract ( Barley  And/Or Rice),  Milk  Powder, Sugar, Cocoa, Minerals (Calcium, Iron), Vitamins (C, B3, B6, B2, D, B12), Emulsifier ( Soy  Lecithin)], Cocoa, Malt Extract ( Barley  And/Or Rice), Skimmed  Milk  Powder, Sunflower Oil,  Wheat  Starch, Flavours [Chocolate and Vanilla ( Wheat )], Emulsifier ( Soy  Lecithin), Salt, Glucose.                                                                 Vitamins and Minerals   Minerals (Calcium, Iron, Zinc), Vitamins (C, Niacin, E, B1, B2, B6, Folic Acid, D)  May Contain Other Gluten Containing Ingredients"
Tostitos Mild Mexican Salsa Corn Chips 165g,https://assets.woolworths.com.au/images/1005/359094.jpg?impolicy=wowsmkqiema&w=260&h=260,"Corn (69%), Canola Oil, Maltodextrin, Sugar, Salt, Spices (Paprika, Chilli, Cumin, White Pepper), Mineral Salt (Potassium Chloride), Yeast Extract, Natural Flavour, Tomato Powder, Food Acid (Citric Acid), Natural Colour (Paprika Extract), Sunflower Oil, Antioxidants (Tocopherols, Ascorbic Acid, Rosemary Extract)"
Australia's Own Barista Soy Milk 1l,https://assets.woolworths.com.au/images/1005/272321.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian water, soy blend (4.4%) (soy protein, milled soy beans), vegetable oil (canola or sunflower), maltodextrin (from corn), sugar, mineral (calcium), acidity regulators (potassium citrate, dipotassium phosphate), natural flavours, emulsifier (sunflower lecithin), vegetable gums (microcrystalline cellulose, sodium carboxymethyl cellulose), salt."
Betty Crocker Chocolate Gluten Free Frosting 400g,https://assets.woolworths.com.au/images/1005/680956.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Vegetable Oil, Water, Invert Sugar Syrup, Fat-Reduced Cocoa Powder (5%), Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polysorbate 60, Sodium Stearoyl Lactylate), Salt, Preservative (Potassium Sorbate), Mineral Salt (Sodium Acid Pyrophosphate), Food Acid (Citric Acid), Flavour"
Woolworths Cashew Roasted & Salted Snack Pots 180g,https://assets.woolworths.com.au/images/1005/669540.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cashew (97%), Sunflower Oil, Salt"
Indomie Chitato Mi Goreng Chips 55g,https://assets.woolworths.com.au/images/1005/814477.jpg?impolicy=wowsmkqiema&w=260&h=260,"Potato (62%), palm oil (contains antioxidant 307), sugar, salt, flavour enhancer (621), maltodextrin, onion powder, artificial chicken flavor(contains peanut), garlic powder, soy sauce powder (contains soy, wheat), anti-caking agent (551), yeast extract, paprika extract, colour (150a)."
Woolworths Free From Gluten Waffle Cones 12 Pack,https://assets.woolworths.com.au/images/1005/698013.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tapioca Starch, Sugar, Palm Oil, Emulsifier (322 from Soy), Thickener (460), Stabiliser (415), Salt, Cocoa Powder, Natural Flavour (Vanilla)"
Dole Premium Tropical Pineapple Chunks In Syrup 439g,https://assets.woolworths.com.au/images/1005/841349.jpg?impolicy=wowsmkqiema&w=260&h=260,"Pineapple (71%), Water, Sugar, Acidity Regulator (Citric Acid)."
Woolworths Cashews Sweet Chilli Flavoured 200g,https://assets.woolworths.com.au/images/1005/728223.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cashew Nuts (72%), Sugar, Sweet Chilli Flavour (Spices (Paprika, Chilli), Food Acid (262), Maltodextrin (from Corn), Garlic Extract, Natural Flavours, Yeast Extract, Onion Powder, Natural Colour (Plain Caramel), Spice Extract (Paprika Oleoresins, Turmeric), Honey Powder)"
Frisp Sliced Beetroot 500g,https://assets.woolworths.com.au/images/1005/307623.jpg?impolicy=wowsmkqiema&w=260&h=260,"Beetroot 52%, Water, Sugar, Salt, Brandy Vinegar, Citric Acid."
Nestle Butter-menthol Throat Lozenge Liquid Centre 10 Pack,https://assets.woolworths.com.au/images/1005/49212.jpg?impolicy=wowsmkqiema&w=260&h=260,"Each Lozenge Contains: Menthol 2.5mg, Sodium Ascorbate Equivalent To Ascorbic Acid (Vitamin C) 10mg.          Each Lozenge Also Contains   : Sucrose, Glucose Liquid (From  Wheat ), Butter (From  Milk ),  Soy  Lecithin. the Maximum Recommended Daily Dose (30 Lozenges) of This Medicine Contains Sodium 378mg                          Vitamins Can Only Be of Assistance If the Dietary Vitamin Intake is Inadequate.                        for Temporary Relief of Sore Throats and Stuffy Noses.                 Always Read the Label, Use Only As Directed, If Symptoms Persist Consult A Healthcare Professional"
Katoomba Ingredients Toor Dal 1kg,https://assets.woolworths.com.au/images/1005/753954.jpg?impolicy=wowsmkqiema&w=260&h=260,"Toor Dal (Pigeon Peas)"
Queen Sugar Free Chocolate Fudge Topping 355ml,https://assets.woolworths.com.au/images/1005/381238.jpg?impolicy=wowsmkqiema&w=260&h=260,"water, sweeteners (erythritol, steviol glycosides) , modified tapioca starch, cocoa powder* (2%), coc onut oil, natural flavour, salt, thickener (xantha n gum), acidity regulator (sodium sulphates), pres ervatives (potassium sorbate, sodium benzoate). *R ainforest Alliance Certified. Find out more at ra. org"
